"","param_value","pm_start_date","pm_end_date","pm_location","source","param_type","param_name","source_text","Desc","month_imputation_method"
"114",146,"06/01/2020","10/31/2020","loc_C","COVID-19 Case Investigation and Contact Tracing in the US, 2020.",NA,"cases_assigned_count","146","Initial set of possible cases assigned to org","spread_cases"
"115",589,"06/01/2020","10/31/2020","loc_B","COVID-19 Case Investigation and Contact Tracing in the US, 2020.",NA,"cases_assigned_count","589","Initial set of possible cases assigned to org","spread_cases"
"116",40,"06/01/2020","10/31/2020","loc_A","COVID-19 Case Investigation and Contact Tracing in the US, 2020.",NA,"cases_assigned_count","40","Initial set of possible cases assigned to org","spread_cases"
"117",604,"06/01/2020","10/31/2020","loc_E","COVID-19 Case Investigation and Contact Tracing in the US, 2020.",NA,"contacts_reached_count","604 (85%)","Org contacted secondary case, but did not complete interview","spread_cases"
"118",982,"06/01/2020","10/31/2020","loc_F","COVID-19 Case Investigation and Contact Tracing in the US, 2020.",NA,"contacts_reached_count","982 (69%)","Org contacted secondary case, but did not complete interview","spread_cases"
"119",6645,"06/01/2020","10/31/2020","loc_G","COVID-19 Case Investigation and Contact Tracing in the US, 2020.",NA,"contacts_reached_count","6,645 (61%)","Org contacted secondary case, but did not complete interview","spread_cases"
"120",5499,"06/01/2020","10/31/2020","loc_H","COVID-19 Case Investigation and Contact Tracing in the US, 2020.",NA,"contacts_reached_count","5,499 (91%)","Org contacted secondary case, but did not complete interview","spread_cases"
"121",10070,"06/01/2020","10/31/2020","loc_I","COVID-19 Case Investigation and Contact Tracing in the US, 2020.",NA,"contacts_reached_count","10,070 (75%)","Org contacted secondary case, but did not complete interview","spread_cases"
"122",155,"06/01/2020","10/31/2020","loc_J","COVID-19 Case Investigation and Contact Tracing in the US, 2020.",NA,"contacts_reached_count","155 (90%)","Org contacted secondary case, but did not complete interview","spread_cases"
"123",6773,"06/01/2020","10/31/2020","loc_K","COVID-19 Case Investigation and Contact Tracing in the US, 2020.",NA,"contacts_reached_count","6,773 (59%)","Org contacted secondary case, but did not complete interview","spread_cases"
"124",2474,"06/01/2020","10/31/2020","loc_L","COVID-19 Case Investigation and Contact Tracing in the US, 2020.",NA,"contacts_reached_count","2,474 (87%)","Org contacted secondary case, but did not complete interview","spread_cases"
"125",17909,"06/01/2020","10/31/2020","loc_M","COVID-19 Case Investigation and Contact Tracing in the US, 2020.",NA,"contacts_reached_count","17,909 (74%)","Org contacted secondary case, but did not complete interview","spread_cases"
"126",816,"06/01/2020","10/31/2020","loc_N","COVID-19 Case Investigation and Contact Tracing in the US, 2020.",NA,"contacts_reached_count","816 (54%)","Org contacted secondary case, but did not complete interview","spread_cases"
"127",53314,"06/01/2020","10/31/2020","across US","COVID-19 Case Investigation and Contact Tracing in the US, 2020.",NA,"contacts_reached_count","53,314 (71%)","Org contacted secondary case, but did not complete interview","spread_cases"
"128",341,"06/01/2020","10/31/2020","loc_D","COVID-19 Case Investigation and Contact Tracing in the US, 2020.",NA,"contacts_reached_count","341 (95%)","Org contacted secondary case, but did not complete interview","spread_cases"
"129",382,"06/01/2020","10/31/2020","loc_C","COVID-19 Case Investigation and Contact Tracing in the US, 2020.",NA,"contacts_reached_count","382 (95%)","Org contacted secondary case, but did not complete interview","spread_cases"
"130",602,"06/01/2020","10/31/2020","loc_B","COVID-19 Case Investigation and Contact Tracing in the US, 2020.",NA,"contacts_reached_count","602 (53%)","Org contacted secondary case, but did not complete interview","spread_cases"
"131",62,"06/01/2020","10/31/2020","loc_A","COVID-19 Case Investigation and Contact Tracing in the US, 2020.",NA,"contacts_reached_count","62 (53%)","Org contacted secondary case, but did not complete interview","spread_cases"
"132",2848,"06/01/2020","10/31/2020","loc_L","COVID-19 Case Investigation and Contact Tracing in the US, 2020.",NA,"contacts_named_count","2,848","Amount of contacts named by case or perc who reported contacts","spread_cases"
"133",24190,"06/01/2020","10/31/2020","loc_M","COVID-19 Case Investigation and Contact Tracing in the US, 2020.",NA,"contacts_named_count","24,190","Amount of contacts named by case or perc who reported contacts","spread_cases"
"134",1507,"06/01/2020","10/31/2020","loc_N","COVID-19 Case Investigation and Contact Tracing in the US, 2020.",NA,"contacts_named_count","1,507","Amount of contacts named by case or perc who reported contacts","spread_cases"
"135",74839,"06/01/2020","10/31/2020","across US","COVID-19 Case Investigation and Contact Tracing in the US, 2020.",NA,"contacts_named_count","74,839","Amount of contacts named by case or perc who reported contacts","spread_cases"
"136",11569,"06/01/2020","10/31/2020","loc_K","COVID-19 Case Investigation and Contact Tracing in the US, 2020.",NA,"contacts_named_count","11,569","Amount of contacts named by case or perc who reported contacts","spread_cases"
"137",173,"06/01/2020","10/31/2020","loc_J","COVID-19 Case Investigation and Contact Tracing in the US, 2020.",NA,"contacts_named_count","173","Amount of contacts named by case or perc who reported contacts","spread_cases"
"138",13401,"06/01/2020","10/31/2020","loc_I","COVID-19 Case Investigation and Contact Tracing in the US, 2020.",NA,"contacts_named_count","13,401","Amount of contacts named by case or perc who reported contacts","spread_cases"
"139",6068,"06/01/2020","10/31/2020","loc_H","COVID-19 Case Investigation and Contact Tracing in the US, 2020.",NA,"contacts_named_count","6,068","Amount of contacts named by case or perc who reported contacts","spread_cases"
"140",10927,"06/01/2020","10/31/2020","loc_G","COVID-19 Case Investigation and Contact Tracing in the US, 2020.",NA,"contacts_named_count","10,927","Amount of contacts named by case or perc who reported contacts","spread_cases"
"141",1418,"06/01/2020","10/31/2020","loc_F","COVID-19 Case Investigation and Contact Tracing in the US, 2020.",NA,"contacts_named_count","1,418","Amount of contacts named by case or perc who reported contacts","spread_cases"
"142",712,"06/01/2020","10/31/2020","loc_E","COVID-19 Case Investigation and Contact Tracing in the US, 2020.",NA,"contacts_named_count","712","Amount of contacts named by case or perc who reported contacts","spread_cases"
"143",359,"06/01/2020","10/31/2020","loc_D","COVID-19 Case Investigation and Contact Tracing in the US, 2020.",NA,"contacts_named_count","359","Amount of contacts named by case or perc who reported contacts","spread_cases"
"144",404,"06/01/2020","10/31/2020","loc_C","COVID-19 Case Investigation and Contact Tracing in the US, 2020.",NA,"contacts_named_count","404","Amount of contacts named by case or perc who reported contacts","spread_cases"
"145",117,"06/01/2020","10/31/2020","loc_A","COVID-19 Case Investigation and Contact Tracing in the US, 2020.",NA,"contacts_named_count","117","Amount of contacts named by case or perc who reported contacts","spread_cases"
"146",1446,"06/01/2020","10/31/2020","loc_B","COVID-19 Case Investigation and Contact Tracing in the US, 2020.",NA,"contacts_named_count","1,146","Amount of contacts named by case or perc who reported contacts","spread_cases"
"147",590364,"06/01/2020","10/31/2021","New York City","COVID-19 Case Investigation and Contact Tracing in New York City, June 1, 2020, to October 31, 2021.",NA,"contacts_interviewed_count","590 364 (48.4%) completed intake","Org completed secondary case interview","spread_cases"
"148",904927,"06/01/2020","10/31/2021","New York City","COVID-19 Case Investigation and Contact Tracing in New York City, June 1, 2020, to October 31, 2021.",NA,"contacts_reached_count","904 927 (74.3%) were reached,","Org contacted secondary case, but did not complete interview","spread_cases"
"149",1218650,"06/01/2020","10/31/2021","New York City","COVID-19 Case Investigation and Contact Tracing in New York City, June 1, 2020, to October 31, 2021.",NA,"contacts_named_count","1 218 650 intake interviews were attempted for contacts.","Amount of contacts named by case or perc who reported contacts","spread_cases"
"150",711379,"06/01/2020","10/31/2021","New York City","COVID-19 Case Investigation and Contact Tracing in New York City, June 1, 2020, to October 31, 2021.",NA,"cases_interviewed_count","711 379 (75.6%) completed case investigations","Org completed index case interview. Percentage is of total cases assigned.","spread_cases"
"151",840922,"06/01/2020","10/31/2021","New York City","COVID-19 Case Investigation and Contact Tracing in New York City, June 1, 2020, to October 31, 2021.",NA,"cases_reached_count","840 922 (89.4%)","Org contacted index case, but did not complete interview","spread_cases"
"152",941035,"06/01/2020","10/31/2021","New York City","COVID-19 Case Investigation and Contact Tracing in New York City, June 1, 2020, to October 31, 2021.",NA,"cases_assigned_count","941 035 case investigations were attempted on persons with probable and confirmed COVID-19 (797 998 [84.8%]) and symptomatic contacts (143 037 [15.2%]).","Initial set of possible cases assigned to org","spread_cases"
"153",62.4,"06/01/2020","10/31/2021","New York City","COVID-19 Case Investigation and Contact Tracing in New York City, June 1, 2020, to October 31, 2021.",NA,"cases_reached_from_test_med","testing to test result 1.0 day, from specimen result to upload to Salesforce 1.0 day, from upload to first call attempt 0.6 days","Time from test (providing specimen) to getting in touch with primary case, type can be added to specify med, mean, etc","translate"
"154",112.8,"06/01/2020","10/31/2021","New York City","COVID-19 Case Investigation and Contact Tracing in New York City, June 1, 2020, to October 31, 2021.",NA,"cases_reached_from_symptom_med","median time of 4.7 days from symptom onset to case investigation completion","Time from symptom to getting in touch with primary case, type can be added to specify med, mean, etc","translate"
"155",6e+08,"06/01/2020","10/31/2021","New York City","COVID-19 Case Investigation and Contact Tracing in New York City, June 1, 2020, to October 31, 2021.",NA,"monetary_cost","The overall expense for Trace from planning (beginning on May 6, 2020) through October 31, 2021, was approximately $600 000 000.","cost to public health budget This could also be cost per index case, cost per close contact, cost per interviewed case (to delineate the difference in cost when they were unsuccessful? re: HIV costing paper)","spread_even"
