"periods","param_value","pm_start_date","metric","source","param_name","hd_summary","impt_type","df_type","nrows"
"D",72,"10/01/2020","med","COVID-19 Contact Tracing Outcomes in Washington State, August and October 2020.%%%WA%%%manual","contacts_reached_from_named_med",NA,"reported","outer_perc",NA
"B",48,"10/01/2020","med","COVID-19 Contact Tracing Outcomes in Washington State, August and October 2020.%%%WA%%%manual","cases_positive_from_test_med","no","reported","outer_abs",NA
"A",72,"10/01/2020","med","COVID-19 Contact Tracing Outcomes in Washington State, August and October 2020.%%%WA%%%manual","cases_test_from_sympt_med","no","reported","outer_abs",NA
"D",72,"10/01/2020","med","COVID-19 Contact Tracing Outcomes in Washington State, August and October 2020.%%%WA%%%manual","contacts_reached_from_named_med","no","reported","outer_abs",NA
"C",24,"10/01/2020","med","COVID-19 Contact Tracing Outcomes in Washington State, August and October 2020.%%%WA%%%manual","cases_reached_from_positive_med","no","reported","outer_abs",NA
"D",0,"10/01/2020","mean","COVID-19 Contact Tracing Outcomes in Washington State, August and October 2020.%%%WA%%%manual","contacts_reached_from_named_mean",NA,"original","original",NA
"B",48,"10/01/2020","med","COVID-19 Contact Tracing Outcomes in Washington State, August and October 2020.%%%WA%%%manual","cases_positive_from_test_med",NA,"original","original",NA
"BC",72,"10/01/2020","med","COVID-19 Contact Tracing Outcomes in Washington State, August and October 2020.%%%WA%%%manual","cases_reached_from_test_med",NA,"original","original",NA
"ABCD",144,"10/01/2020","med","COVID-19 Contact Tracing Outcomes in Washington State, August and October 2020.%%%WA%%%manual","contacts_reached_from_symptom_med",NA,"original","original",NA
"D",0,"08/01/2020","mean","COVID-19 Contact Tracing Outcomes in Washington State, August and October 2020.%%%WA%%%manual","contacts_reached_from_named_mean",NA,"overlap_remove","removed_overlap",NA
"D",0,"08/01/2020","mean","COVID-19 Contact Tracing Outcomes in Washington State, August and October 2020.%%%WA%%%manual","contacts_reached_from_named_mean",NA,"reported","inner",NA
"A",0,"08/01/2020","mean","COVID-19 Contact Tracing Outcomes in Washington State, August and October 2020.%%%WA%%%manual","contacts_reached_from_named_mean",NA,"outer_perc","outer_perc",NA
"B",0,"08/01/2020","mean","COVID-19 Contact Tracing Outcomes in Washington State, August and October 2020.%%%WA%%%manual","contacts_reached_from_named_mean",NA,"outer_perc","outer_perc",NA
"C",0,"08/01/2020","mean","COVID-19 Contact Tracing Outcomes in Washington State, August and October 2020.%%%WA%%%manual","contacts_reached_from_named_mean",NA,"outer_perc","outer_perc",NA
"D",0,"08/01/2020","mean","COVID-19 Contact Tracing Outcomes in Washington State, August and October 2020.%%%WA%%%manual","contacts_reached_from_named_mean",NA,"reported","outer_perc",NA
"D",0,"08/01/2020","mean","COVID-19 Contact Tracing Outcomes in Washington State, August and October 2020.%%%WA%%%manual","contacts_reached_from_named_mean",NA,"reported","outer_abs",NA
"A",67.0203007518797,"08/01/2020","mean","COVID-19 Contact Tracing Outcomes in Washington State, August and October 2020.%%%WA%%%manual","contacts_reached_from_named_mean",NA,"outer_abs","outer_abs",NA
"B",44.4341017992654,"08/01/2020","mean","COVID-19 Contact Tracing Outcomes in Washington State, August and October 2020.%%%WA%%%manual","contacts_reached_from_named_mean",NA,"outer_abs","outer_abs",NA
"C",43.8036110684346,"08/01/2020","mean","COVID-19 Contact Tracing Outcomes in Washington State, August and October 2020.%%%WA%%%manual","contacts_reached_from_named_mean",NA,"outer_abs","outer_abs",NA
"B",48,"08/01/2020","med","COVID-19 Contact Tracing Outcomes in Washington State, August and October 2020.%%%WA%%%manual","cases_positive_from_test_med","no","overlap_remove","removed_overlap",NA
"A",72,"08/01/2020","med","COVID-19 Contact Tracing Outcomes in Washington State, August and October 2020.%%%WA%%%manual","cases_test_from_sympt_med","no","overlap_remove","removed_overlap",NA
"C",48,"08/01/2020","med","COVID-19 Contact Tracing Outcomes in Washington State, August and October 2020.%%%WA%%%manual","cases_reached_from_positive_med","no","overlap_remove","removed_overlap",NA
"B",48,"08/01/2020","med","COVID-19 Contact Tracing Outcomes in Washington State, August and October 2020.%%%WA%%%manual","cases_positive_from_test_med","no","reported","inner",NA
"A",72,"08/01/2020","med","COVID-19 Contact Tracing Outcomes in Washington State, August and October 2020.%%%WA%%%manual","cases_test_from_sympt_med","no","reported","inner",NA
"C",48,"08/01/2020","med","COVID-19 Contact Tracing Outcomes in Washington State, August and October 2020.%%%WA%%%manual","cases_reached_from_positive_med","no","reported","inner",NA
"A",72,"08/01/2020","med","COVID-19 Contact Tracing Outcomes in Washington State, August and October 2020.%%%WA%%%manual","cases_test_from_sympt_med",NA,"reported","outer_perc",NA
"B",48,"08/01/2020","med","COVID-19 Contact Tracing Outcomes in Washington State, August and October 2020.%%%WA%%%manual","cases_positive_from_test_med",NA,"reported","outer_perc",NA
"C",48,"08/01/2020","med","COVID-19 Contact Tracing Outcomes in Washington State, August and October 2020.%%%WA%%%manual","cases_reached_from_positive_med",NA,"reported","outer_perc",NA
"D",20.7016042888827,"08/01/2020","med","COVID-19 Contact Tracing Outcomes in Washington State, August and October 2020.%%%WA%%%manual","cases_reached_from_positive_med",NA,"outer_perc","outer_perc",NA
"B",48,"08/01/2020","med","COVID-19 Contact Tracing Outcomes in Washington State, August and October 2020.%%%WA%%%manual","cases_positive_from_test_med","no","reported","outer_abs",NA
"A",72,"08/01/2020","med","COVID-19 Contact Tracing Outcomes in Washington State, August and October 2020.%%%WA%%%manual","cases_test_from_sympt_med","no","reported","outer_abs",NA
"C",48,"08/01/2020","med","COVID-19 Contact Tracing Outcomes in Washington State, August and October 2020.%%%WA%%%manual","cases_reached_from_positive_med","no","reported","outer_abs",NA
"D",19.1314878608959,"08/01/2020","med","COVID-19 Contact Tracing Outcomes in Washington State, August and October 2020.%%%WA%%%manual","cases_reached_from_positive_med","no","outer_abs","outer_abs",NA
"D",0,"08/01/2020","mean","COVID-19 Contact Tracing Outcomes in Washington State, August and October 2020.%%%WA%%%manual","contacts_reached_from_named_mean",NA,"original","original",NA
"B",48,"08/01/2020","med","COVID-19 Contact Tracing Outcomes in Washington State, August and October 2020.%%%WA%%%manual","cases_positive_from_test_med",NA,"original","original",NA
"ABC",168,"08/01/2020","med","COVID-19 Contact Tracing Outcomes in Washington State, August and October 2020.%%%WA%%%manual","cases_reached_from_symptom_med",NA,"original","original",NA
"BC",96,"08/01/2020","med","COVID-19 Contact Tracing Outcomes in Washington State, August and October 2020.%%%WA%%%manual","cases_reached_from_test_med",NA,"original","original",NA
"D",48,"06/01/2020","med","COVID-19 Contact Tracing in Two Counties - North Carolina, June-July 2020.%%%Mecklenburg%%%manual","contacts_reached_from_named_med","no","overlap_remove","removed_overlap",NA
"B",48,"06/01/2020","med","COVID-19 Contact Tracing in Two Counties - North Carolina, June-July 2020.%%%Mecklenburg%%%manual","cases_positive_from_test_med","no","overlap_remove","removed_overlap",NA
"C",48,"06/01/2020","med","COVID-19 Contact Tracing in Two Counties - North Carolina, June-July 2020.%%%Mecklenburg%%%manual","cases_reached_from_positive_med","no","overlap_remove","removed_overlap",NA
"D",48,"06/01/2020","med","COVID-19 Contact Tracing in Two Counties - North Carolina, June-July 2020.%%%Mecklenburg%%%manual","contacts_reached_from_named_med","no","reported","inner",NA
"B",48,"06/01/2020","med","COVID-19 Contact Tracing in Two Counties - North Carolina, June-July 2020.%%%Mecklenburg%%%manual","cases_positive_from_test_med","no","reported","inner",NA
"C",48,"06/01/2020","med","COVID-19 Contact Tracing in Two Counties - North Carolina, June-July 2020.%%%Mecklenburg%%%manual","cases_reached_from_positive_med","no","reported","inner",NA
"A",89.885397700463,"06/01/2020","med","COVID-19 Contact Tracing in Two Counties - North Carolina, June-July 2020.%%%Mecklenburg%%%manual","cases_positive_from_test_med",NA,"outer_perc","outer_perc",NA
"B",48,"06/01/2020","med","COVID-19 Contact Tracing in Two Counties - North Carolina, June-July 2020.%%%Mecklenburg%%%manual","cases_positive_from_test_med",NA,"reported","outer_perc",NA
"C",48,"06/01/2020","med","COVID-19 Contact Tracing in Two Counties - North Carolina, June-July 2020.%%%Mecklenburg%%%manual","cases_reached_from_positive_med",NA,"reported","outer_perc",NA
"D",48,"06/01/2020","med","COVID-19 Contact Tracing in Two Counties - North Carolina, June-July 2020.%%%Mecklenburg%%%manual","contacts_reached_from_named_med",NA,"reported","outer_perc",NA
"D",48,"06/01/2020","med","COVID-19 Contact Tracing in Two Counties - North Carolina, June-July 2020.%%%Mecklenburg%%%manual","contacts_reached_from_named_med","no","reported","outer_abs",NA
"B",48,"06/01/2020","med","COVID-19 Contact Tracing in Two Counties - North Carolina, June-July 2020.%%%Mecklenburg%%%manual","cases_positive_from_test_med","no","reported","outer_abs",NA
"C",48,"06/01/2020","med","COVID-19 Contact Tracing in Two Counties - North Carolina, June-July 2020.%%%Mecklenburg%%%manual","cases_reached_from_positive_med","no","reported","outer_abs",NA
"A",67.0203007518797,"06/01/2020","med","COVID-19 Contact Tracing in Two Counties - North Carolina, June-July 2020.%%%Mecklenburg%%%manual","cases_reached_from_positive_med","no","outer_abs","outer_abs",NA
"BC",96,"06/01/2020","med","COVID-19 Contact Tracing in Two Counties - North Carolina, June-July 2020.%%%Mecklenburg%%%manual","cases_reached_from_test_med",NA,"original","original",NA
"D",24,"06/01/2020","med","COVID-19 Contact Tracing in Two Counties - North Carolina, June-July 2020.%%%Mecklenburg%%%manual","contacts_reached_from_named_med",NA,"original","original",NA
"B",48,"06/01/2020","med","COVID-19 Contact Tracing in Two Counties - North Carolina, June-July 2020.%%%Mecklenburg%%%manual","cases_positive_from_test_med",NA,"original","original",NA
"BCD",144,"06/01/2020","med","COVID-19 Contact Tracing in Two Counties - North Carolina, June-July 2020.%%%Mecklenburg%%%manual","contacts_reached_from_test_med",NA,"original","original",NA
"D",72,"06/15/2020","med","COVID-19 Contact Tracing in Two Counties - North Carolina, June-July 2020.%%%Randolph County%%%manual","contacts_reached_from_named_med","no","overlap_remove","removed_overlap",NA
"B",72,"06/15/2020","med","COVID-19 Contact Tracing in Two Counties - North Carolina, June-July 2020.%%%Randolph County%%%manual","cases_positive_from_test_med","no","overlap_remove","removed_overlap",NA
"D",72,"06/15/2020","med","COVID-19 Contact Tracing in Two Counties - North Carolina, June-July 2020.%%%Randolph County%%%manual","contacts_reached_from_named_med","no","reported","inner",NA
"B",72,"06/15/2020","med","COVID-19 Contact Tracing in Two Counties - North Carolina, June-July 2020.%%%Randolph County%%%manual","cases_positive_from_test_med","no","reported","inner",NA
"A",151.826221700563,"06/15/2020","med","COVID-19 Contact Tracing in Two Counties - North Carolina, June-July 2020.%%%Randolph County%%%manual","cases_positive_from_test_med",NA,"outer_perc","outer_perc",NA
"B",72,"06/15/2020","med","COVID-19 Contact Tracing in Two Counties - North Carolina, June-July 2020.%%%Randolph County%%%manual","cases_positive_from_test_med",NA,"reported","outer_perc",NA
"C",99.2316759362628,"06/15/2020","med","COVID-19 Contact Tracing in Two Counties - North Carolina, June-July 2020.%%%Randolph County%%%manual","contacts_reached_from_named_med",NA,"outer_perc","outer_perc",NA
"D",72,"06/15/2020","med","COVID-19 Contact Tracing in Two Counties - North Carolina, June-July 2020.%%%Randolph County%%%manual","contacts_reached_from_named_med",NA,"reported","outer_perc",NA
"D",72,"06/15/2020","med","COVID-19 Contact Tracing in Two Counties - North Carolina, June-July 2020.%%%Randolph County%%%manual","contacts_reached_from_named_med","no","reported","outer_abs",NA
